88,329,2006-11-28 05:00:00,2006-11-29 04:00:00,73.6
89,329,2006-11-29 06:00:00,2006-11-30 05:00:00,109.6
90,329,2006-11-30 06:00:00,2006-12-01 05:00:00,126.4
91,329,2007-01-02 18:00:00,2007-01-03 17:00:00,72.0
92,329,2007-01-27 02:00:00,2007-01-28 01:00:00,68.4
93,329,2007-03-18 10:00:00,2007-03-19 09:00:00,72.0
94,329,2007-03-20 10:00:00,2007-03-21 09:00:00,104.4
95,329,2007-10-18 23:00:00,2007-10-19 22:00:00,92.8
96,329,2007-12-19 17:00:00,2007-12-20 16:00:00,62.6
97,329,2007-12-20 18:00:00,2007-12-21 17:00:00,71.6
98,329,2007-12-23 22:00:00,2007-12-24 21:00:00,69.6
99,329,2008-01-19 18:00:00,2008-01-20 17:00:00,53.0
100,329,2008-01-29 04:00:00,2008-01-30 03:00:00,65.0
101,329,2008-01-30 04:00:00,2008-01-31 03:00:00,102.4
102,329,2008-02-04 09:00:00,2008-02-05 08:00:00,71.0
103,329,2008-02-24 14:00:00,2008-02-25 13:00:00,84.8
104,329,2008-03-14 10:00:00,2008-03-15 09:00:00,51.2
105,329,2008-03-15 20:00:00,2008-03-16 19:00:00,75.6
106,329,2008-04-05 01:00:00,2008-04-06 00:00:00,80.8
107,329,2008-10-31 17:00:00,2008-11-01 16:00:00,101.8
108,329,2008-11-13 13:00:00,2008-11-14 12:00:00,68.8
109,329,2008-12-15 01:00:00,2008-12-16 00:00:00,134.4
110,329,2008-12-16 03:00:00,2008-12-17 02:00:00,100.8
111,329,2008-12-17 03:00:00,2008-12-18 02:00:00,65.4
112,329,2008-12-18 03:00:00,2008-12-19 02:00:00,106.6
113,329,2008-12-27 10:00:00,2008-12-28 09:00:00,74.8
114,329,2008-12-28 10:00:00,2008-12-29 09:00:00,63.6
115,329,2008-12-31 04:00:00,2009-01-01 03:00:00,71.2
116,329,2009-01-04 09:00:00,2009-01-05 08:00:00,63.2
117,329,2009-01-20 15:00:00,2009-01-21 14:00:00,54.6
118,329,2009-02-12 19:00:00,2009-02-13 18:00:00,66.4
119,329,2009-03-16 23:00:00,2009-03-17 22:00:00,60.2
120,329,2009-03-28 10:00:00,2009-03-29 09:00:00,72.4
121,329,2009-03-31 17:00:00,2009-04-01 16:00:00,55.2
122,329,2009-04-06 20:00:00,2009-04-07 19:00:00,50.4
123,329,2009-10-07 20:00:00,2009-10-08 19:00:00,83.8
124,329,2009-10-21 15:00:00,2009-10-22 14:00:00,109.6
125,329,2009-10-26 00:00:00,2009-10-26 23:00:00,51.0
126,329,2009-11-28 16:00:00,2009-11-29 15:00:00,84.4
127,329,2009-12-02 16:00:00,2009-12-03 15:00:00,61.4
128,329,2009-12-04 21:00:00,2009-12-05 20:00:00,75.6
129,329,2009-12-05 21:00:00,2009-12-06 20:00:00,84.4
130,329,2009-12-18 04:00:00,2009-12-19 03:00:00,51.8
131,329,2009-12-27 13:00:00,2009-12-28 12:00:00,76.0
132,329,2009-12-28 14:00:00,2009-12-29 13:00:00,77.0
133,329,2009-12-29 14:00:00,2009-12-30 13:00:00,72.6
134,329,2010-01-15 04:00:00,2010-01-16 03:00:00,53.8
